ID	Unicode	字符	86版	86容错	98版	98容错	笔顺编号	笔顺容错
481	35E0	㗠	vckx	.	vckx	.	5315425125135	.
482	35E1	㗡	awex	.	awbx	.	122325325135	.
483	35E2	㗢	ktgl	.	ktge	.	25131251121153	.
484	35E3	㗣	kaqh	.	kaqh	.	25112213545252	.
485	35E4	㗤	dhik	.	dhik	.	13211234534251	.
486	35E5	㗥	kybb	.	kybb	.	2514125152152	.
487	35E6	㗦	kbqb	.	kbqb	.	25112211135352	.
488	35E7	㗧	kpwf	.	kpwf	.	25144534154121	.
489	35E8	㗨	atdk	.	atdk	.	13113453554251	.
490	35E9	㗩	knrg	.	knrg	.	25154154132511	.
491	35EA	㗪	khxi	.	khxi	.	251212135554234	.
492	35EB	㗫	kwfi	.	kwfi	.	25135445411234	.
493	35EC	㗬	ipkq	.	ipkq	.	24345251354354	.
494	35ED	㗭	kton	.	kton	.	25134312344544	.
495	35EE	㗮	qkyw	.	qkow	.	35425141351134	.
496	35EF	㗯	ftjx	.	ftjx	.	1213251125135	.
497	35F0	㗰	ktwh	.	ktwh	.	25133234342134	.
498	35F1	㗱	kwys	.	kwys	.	251324111211234	.
499	35F2	㗲	kvfg	.	kvfg	.	251511121251211	.
500	35F3	㗳	ktwk	.	ktwk	.	251314314341251	.
501	35F4	㗴	kueg	.	kueg	.	251511225113511	.
502	35F5	㗵	koow	.	koow	.	251433443343534	.
503	35F6	㗶	kwxc	.	kwxc	.	251543345153554	.
504	35F7	㗷	kpfm	.	kpam	.	251445112212534	.
505	35F8	㗸	ktrh	.	ktts	.	251332311252112	.
506	35F9	㗹	kwyn	.	kwyn	.	251324111214544	.
507	35FA	㗺	kgdd	.	kgdd	.	251113421112111	.
508	35FB	㗻	kmnp	.	kmnp	.	25125525251454	.
509	35FC	㗼	kogw	.	kouf	.	2512243143111234	.
510	35FD	㗽	xtyk	.	xtyk	.	55345115452251	.
511	35FE	㗾	kafx	.	kafx	.	2511221251123235	.
512	35FF	㗿	kusk	.	kusk	.	2515112251112512	.
513	3600	㘀	kvoy	.	keoy	.	251321511431234	.
514	3601	㘁	klff	.	klff	.	2512522112143112	.
515	3602	㘂	kuxn	.	kuxn	.	2514315545544544	.
516	3603	㘃	kadn	.	kadn	.	251122132514544	.
517	3604	㘄	ksly	.	ksly	.	2511234252214153	.
518	3605	㘅	ktqh	.	ktqs	.	2513323411243112	.
519	3606	㘆	kfkf	.	kfkf	.	25112125145154121	.
520	3607	㘇	koos	.	koos	.	25143344334451234	.
521	3608	㘈	kxth	.	kxth	.	25135311345452134	.
522	3609	㘉	ktvb	.	ktvb	.	2513143145115452	.
523	360A	㘊	kfyg	.	kfyg	.	251145244444111251	.
524	360B	㘋	kahm	.	kahm	.	251125125542511134	.
525	360C	㘌	khaj	.	khgj	.	251215315135333422	.
526	360D	㘍	kiwa	.	kiwa	.	251234324111211534	.
527	360E	㘎	kunt	.	Kunt	.	25142551221113134	.
528	360F	㘏	uthx	.	uthx	.	43132511145425135	.
529	3610	㘐	kcuq	.	kcor	.	251121125444413434	.
530	3611	㘑	kffi	.	kffi	.	2511211123451124134	.
531	3612	㘒	ttgx	.	ttgx	.	3123431251121125135	.
532	3613	㘓	kugi	.	kusl	.	25151122511125431234	.
533	3614	㘔	kpfm	.	kpam	.	25144511221342511134	.
534	3615	㘕	kaal	.	kaal	.	25112212512531425221	.
535	3616	㘖	kutm	.	kutm	.	251414313333132511134	.
536	3617	㘗	khhy	.	khhy	.	251251112511132411121	.
537	3618	㘘	xyxk	yxxk	yxxk	.	4111251554444554444251	.
538	3619	㘙	kkkt	.	kkkt	.	2512512511351221113134	.
539	361A	㘚	kunt	.	Kunt	.	2515112251151221113134	.
540	361B	㘛	kwgd	.	kwgd	.	2513412514143125111515111	.
541	361C	㘜	wyyk	.	wyyk	.	41112513241112132411121251	.
542	361D	㘝	lci	.	lci	.	25541	.
543	361E	㘞	llv	lle	lee	.	25531	.
544	361F	㘟	lak	.	lak	.	251321	.
545	3620	㘠	lnte	.	lnte	.	25454341	.
546	3621	㘡	llk	.	llk	.	25251121	.
547	3622	㘢	liqv	.	ligq	.	252431351	.
548	3623	㘣	lked	.	lked	.	2525125111	.
549	3624	㘤	lijg	.	lijg	.	254413121552121	.
550	3625	㘥	leri	.	leti	.	25344331125235542341	.
551	3626	㘦	fln	flt	fet	.	12153	.
552	3627	㘧	fcbh	.	fcnh	.	1215452	.
553	3628	㘨	fmwy	.	fmwy	.	1212534	.
554	3629	㘩	fxxn	.	fxxn	.	1211535	.
555	362A	㘪	ftfn	.	fen	.	1213115	.
556	362B	㘫	ffjh	.	ffjh	.	1211132	.
557	362C	㘬	fqcy	.	fqcy	.	1213554	.
558	362D	㘭	fxnn	.	fxnn	.	1215545	.
559	362E	㘮	fnyy	.	fnyy	.	1215134	.
560	362F	㘯	ftln	ftlt	ftet	.	1213153	.
561	3630	㘰	fufh	.	fufh	.	1214412	.
562	3631	㘱	fmfg	.	fmfg	.	12125211	.
563	3632	㘲	fnvn	.	fnvn	.	12151335	.
564	3633	㘳	uxff	.	uxff	.	21135121	.
565	3634	㘴	kwfd	.	kwfd	.	25134121	.
566	3635	㘵	fdmh	.	fdmh	.	12113252	.
567	3636	㘶	qahf	.	qgff	.	354152121	.
568	3637	㘷	faqy	.	fary	.	12112234	.
569	3638	㘸	gqxf	.	gqxf	.	135435121	.
570	3639	㘹	hxff	.	hxff	.	212135121	.
571	363A	㘺	fwat	fway	fway	.	121321534	.
572	363B	㘻	fldy	.	fldy	.	121251341	.
573	363C	㘼	fftn	.	fftn	.	121121315	.
574	363D	㘽	fafd	.	fafd	.	121121534	.
575	363E	㘾	fpgf	.	fpgf	.	121445112	.
576	363F	㘿	fjfg	.	fjfg	.	1212511121	.
577	3640	㙀	fpwv	.	fpwv	.	1214453435	.
578	3641	㙁	ftxu	ftxy	ftxy	.	1213155414	.
579	3642	㙂	fukq	.	fukq	.	1214325135	.
580	3643	㙃	frgw	.	frwy	.	1213212134	.
581	3644	㙄	fxxf	.	fxxf	.	1211535121	.
582	3645	㙅	fksy	.	fksy	.	1212511234	.
583	3646	㙆	fpdc	.	fpdc	.	1214451354	.
584	3647	㙇	feyy	.	fgey	.	12113533434	.
585	3648	㙈	fham	.	fhwn	.	12121531535	.
586	3649	㙉	fmaw	.	fmaw	.	12125122134	.
587	364A	㙊	fdey	.	fdey	.	12112111534	.
588	364B	㙋	fadw	.	fdwy	.	12112211134	.
589	364C	㙌	fvij	.	fvhw	.	12151123234	.
590	364D	㙍	fccc	.	fccc	.	12154545454	.
591	364E	㙎	fdgt	fdgy	fdgv	.	121131531534	.
592	364F	㙏	ftjt	.	ftjt	.	121312511354	.
593	3650	㙐	fmdj	.	fmdj	.	121252132522	.
594	3651	㙑	tkmf	.	tkmf	.	325125214121	.
595	3652	㙒	lcbf	.	lcnf	.	251215452121	.
596	3653	㙓	ffff	.	ffff	.	121121121121	.
597	3654	㙔	fnhh	.	fnkg	.	121521251152	.
598	3655	㙕	fleg	.	fleg	.	121251212511	.
599	3656	㙖	ftky	.	ftky	.	121325125214	.
600	3657	㙗	flge	.	flge	.	121251211534	.
601	3658	㙘	fsvg	.	fsvg	.	121125221531	.
602	3659	㙙	idnf	.	idnf	.	4411353334121	.
603	365A	㙚	fugh	.	fugg	.	1214311213112	.
604	365B	㙛	fgef	.	fsfy	.	1211251124124	.
605	365C	㙜	ymkf	.	ymkf	.	4125125251121	.
606	365D	㙝	flle	.	feee	.	1215353532511	.
607	365E	㙞	fths	.	fths	.	1213251111234	.
608	365F	㙟	fyve	.	fyve	.	1214511543511	.
609	3660	㙠	atdf	.	atdf	.	13113453554121	.
610	3661	㙡	ftwh	.	ftwh	.	12133234342134	.
611	3662	㙢	famy	.	famy	.	12112212523434	.
612	3663	㙣	fxde	.	fxde	.	12151512111534	.
613	3664	㙤	fhah	.	fhtf	.	12121531534312	.
614	3665	㙥	fuke	.	fuke	.	12141342513534	.
615	3666	㙦	wtuf	.	wgsf	.	34112344412121	.
616	3667	㙧	fgjl	.	fgjl	.	121121525125121	.
617	3668	㙨	fxxt	fxxy	fxxw	.	121554554134534	.
618	3669	㙩	fdui	.	fdui	.	121134432511234	.
619	366A	㙪	ffpu	.	ffpu	.	121121451251431	.
620	366B	㙫	fwys	.	fwys	.	121324111211234	.
621	366C	㙬	swwf	.	swwf	.	134342341344121	.
622	366D	㙭	fduw	.	fduw	.	121134315233534	.
623	366E	㙮	ftwk	.	ftwk	.	121314314341251	.
624	366F	㙯	fwfc	.	fwfc	.	121341213541154	.
625	3670	㙰	qevf	.	qevf	.	3535112533112121	.
626	3671	㙱	kgnf	.	kgnf	.	2511521531535121	.
627	3672	㙲	fyxy	.	fyxy	.	1214155332411121	.
628	3673	㙳	fdgn	.	fdgn	.	1211312515344544	.
629	3674	㙴	fqdy	.	fqdy	.	1213513344111251	.
630	3675	㙵	fymf	.	fymf	.	1214125125251121	.
631	3676	㙶	yipf	.	yipf	.	4125124345251121	.
632	3677	㙷	fjxo	.	fjxo	.	12125115545544444	.
633	3678	㙸	fwoy	.	fwog	.	12132224314311134	.
634	3679	㙹	falq	.	falq	.	1211222522145354	.
635	367A	㙺	fakm	.	fakm	.	12112512125111345	.
636	367B	㙻	fyjf	.	fojf	.	121413251121134121	.
637	367C	㙼	flll	.	flll	.	121251212512125121	.
638	367D	㙽	fddj	.	fddj	.	121113251113251134	.
639	367E	㙾	fvqb	.	ferb	.	1213211343451145521	.
640	367F	㙿	fugt	fugy	fugy	.	1214311213123453534	.
641	3680	㚀	fhaa	.	fhga	.	12121531512514311534	.
642	3681	㚁	fffq	.	fffq	.	121121121135121121121135	.
643	3682	㚂	fgke	.	fgke	.	1211251245251251112213534	.
644	3683	㚃	fpqu	.	fpru	.	121453452431	.
645	3684	㚄	fplh	.	fplh	.	121452512152134	.
646	3685	㚅	tgtg	.	tgtg	.	354131121	.
647	3686	㚆	yjtu	.	yjtu	.	412511354	.
648	3687	㚇	qbwt	.	rbwt	.	345234354	.
649	3688	㚈	qfh	.	qfh	.	35412	.
650	3689	㚉	eqqu	.	bqqu	.	53354354	.
651	368A	㚊	qqyw	.	qqyw	.	354354415334	.
652	368B	㚋	qqmk	.	qqmk	.	35435435121251	.
653	368C	㚌	qqjs	.	qqjs	.	35435425111234	.
654	368D	㚍	qqkm	.	qqkm	.	354354251212511134	.
655	368E	㚎	dbj	.	dbj	.	13452	.
656	368F	㚏	daj	.	daj	.	134132	.
657	3690	㚐	ddu	.	ddu	.	134134	.
658	3691	㚑	vdu	.	vdu	.	511134	.
659	3692	㚒	dtyy	.	dtyy	.	1343434	.
660	3693	㚓	dsu	.	dsu	.	1341234	.
661	3694	㚔	dufj	.	dufj	.	13443112	.
662	3695	㚕	dxjj	.	dxjj	.	13451532	.
663	3696	㚖	rdu	.	rdu	.	32511134	.
664	3697	㚗	degf	.	degf	.	13425111	.
665	3698	㚘	fwfw	.	ggy	.	11341134	.
666	3699	㚙	lkdu	.	ekdu	.	53251134	.
667	369A	㚚	dqkf	.	dqkf	.	134354251	.
668	369B	㚛	dxjf	.	dxjf	.	134352511	.
669	369C	㚜	dakg	.	dakg	.	13412511534	.
670	369D	㚝	dwff	.	dwff	.	13432121121	.
671	369E	㚞	dssu	.	dssu	.	13412341234	.
672	369F	㚟	qkxd	.	qkxd	.	352511535134	.
673	36A0	㚠	dugo	.	dugo	.	1344311214444	.
674	36A1	㚡	dskk	.	dskk	.	1341251213412512	.
675	36A2	㚢	wvg	.	wvg	.	34531	.
676	36A3	㚣	vvf	.	vvf	.	531531	.
677	36A4	㚤	vay	.	vayy	.	531154	.
678	36A5	㚥	vgfh	.	vgfh	.	531112	.
679	36A6	㚦	vgjh	.	vgjh	.	531132	.
680	36A7	㚧	vyt	.	vot	.	531413	.
681	36A8	㚨	vnfh	.	vnfh	.	531512	.
682	36A9	㚩	vmfg	.	vmfg	.	5312511	.
683	36AA	㚪	vtfn	.	ven	.	5313115	.
684	36AB	㚫	veyy	.	vbyy	.	531354	.
685	36AC	㚬	vqug	.	vqug	.	5313541	.
686	36AD	㚭	vdnn	.	vdny	.	5311354	.
687	36AE	㚮	vpmn	.	vpwn	.	5314535	.
688	36AF	㚯	vmqy	.	vwry	.	5313534	.
689	36B0	㚰	vgig	.	vdhg	.	53113241	.
690	36B1	㚱	vrgg	.	vrg	.	53132121	.
691	36B2	㚲	vhkg	.	vhkg	.	53121251	.
692	36B3	㚳	vlkg	.	vekg	.	53153251	.
693	36B4	㚴	vdmh	.	vdmh	.	53113252	.
694	36B5	㚵	vtuy	.	vtuy	.	53135444	.
695	36B6	㚶	vnhn	vhnn	vng	.	53125151	.
696	36B7	㚷	vwiy	.	vwiy	.	53134234	.
697	36B8	㚸	vngk	.	vngk	.	53151251	.
698	36B9	㚹	vqtb	.	vqtb	.	53135352	.
699	36BA	㚺	vebg	.	vbbg	.	53153521	.
700	36BB	㚻	lvf	.	lvf	.	25121531	.
701	36BC	㚼	vlg	.	vlg	.	53125121	.
702	36BD	㚽	agnv	.	agnv	.	12115531	.
703	36BE	㚾	vkqn	.	vkqn	.	53125135	.
704	36BF	㚿	vqnn	.	vqnn	.	53135515	.
705	36C0	㛀	vqvg	.	vqvg	.	53135511	.
706	36C1	㛁	vguh	.	vguf	.	53114312	.
707	36C2	㛂	vrcn	.	vrcn	.	531335215	.
708	36C3	㛃	dhvv	.	dhvv	.	112153531	.
709	36C4	㛄	vyey	.	vyey	.	531413534	.
710	36C5	㛅	vbg	.	vbg	.	531122111	.
711	36C6	㛆	vesy	.	vbsy	.	531531234	.
712	36C7	㛇	vyfg	.	vofg	.	531413121	.
713	36C8	㛈	vftn	.	vftn	.	531121315	.
714	36C9	㛉	vsg	.	vsg	.	531125351	.
715	36CA	㛊	vmsy	.	vwsy	.	531351234	.
716	36CB	㛋	vwny	.	vwny	.	531342444	.
717	36CC	㛌	vcrh	.	vctg	.	531543112	.
718	36CD	㛍	vdww	.	vdww	.	5311343434	.
719	36CE	㛎	vkkg	.	vkkg	.	531251251	.
720	36CF	㛏	vfiy	.	vgiy	.	5311243344	.
721	36D0	㛐	vgjq	.	vgjr	.	5311251134	.
722	36D1	㛑	hqcv	.	hqcv	.	2135454531	.
723	36D2	㛒	vgku	.	vgku	.	5311251431	.
724	36D3	㛓	vqdh	.	vrdh	.	5313413252	.
725	36D4	㛔	vtdh	.	vtdh	.	5313541112	.
726	36D5	㛕	vkcn	.	vkcn	.	5312515215	.
727	36D6	㛖	vcwt	.	vcwt	.	5315434354	.
728	36D7	㛗	vwwf	.	vwwf	.	5313434121	.
729	36D8	㛘	vfpb	.	vfpb	.	5311245521	.
730	36D9	㛙	vuh	.	vuh	.	5314143112	.
731	36DA	㛚	vceh	.	vceh	.	5315425112	.
732	36DB	㛛	vtmt	.	vtmt	.	5313251113	.
733	36DC	㛜	whtv	.	whtv	.	3223134531	.
734	36DD	㛝	vmy	.	vmy	.	5312511134	.
735	36DE	㛞	vgah	.	vgah	.	5311121132	.
736	36DF	㛟	vqmd	.	vqmd	.	5313525134	.
737	36E0	㛠	vujg	.	vujg	.	5314252511	.
738	36E1	㛡	vpfq	.	vpfq	.	5314451135	.
739	36E2	㛢	vten	vtet	vtbt	.	5313123453	.
740	36E3	㛣	vkmy	.	vkmy	.	5312512534	.
741	36E4	㛤	vgmy	.	vgmy	.	5311254254	.
742	36E5	㛥	vijg	.	vijg	.	53125342511	.
743	36E6	㛦	vssy	.	vssy	.	53112341234	.
744	36E7	㛧	vmdg	.	vmdg	.	53125213251	.
745	36E8	㛨	vudn	.	vunn	.	5314311135	.
746	36E9	㛩	vyce	.	vyce	.	53141542511	.
747	36EA	㛪	vdjn	.	vdjn	.	53113425115	.
748	36EB	㛫	vjqr	.	vjqr	.	53125113533	.
749	36EC	㛬	vfwf	.	vfwf	.	53112134121	.
750	36ED	㛭	vajg	.	vajg	.	53112212511	.
751	36EE	㛮	vpoc	.	vpoc	.	531445433454	.
752	36EF	㛯	vqkl	.	vqke	.	531352513553	.
753	36F0	㛰	vnaj	.	vnaj	.	531515152511	.
754	36F1	㛱	vlge	.	vlge	.	531251211534	.
755	36F2	㛲	vdmy	.	vdmy	.	531132511134	.
756	36F3	㛳	upmv	.	yupv	.	414345252531	.
757	36F4	㛴	vvtq	.	vvtr	.	531555325341	.
758	36F5	㛵	vemf	.	vemf	.	531344325211	.
759	36F6	㛶	vmdo	.	vmdo	.	531252134334	.
760	36F7	㛷	tdnv	.	tdnv	.	312341354531	.
761	36F8	㛸	vfku	.	vfku	.	531121251431	.
762	36F9	㛹	vwgq	.	vwgr	.	531321251134	.
763	36FA	㛺	vujg	.	vujg	.	531414312511	.
764	36FB	㛻	vdff	.	vdff	.	531134121121	.
765	36FC	㛼	vtfv	.	vtfe	.	531312321511	.
766	36FD	㛽	vpoy	.	vpoy	.	531445431234	.
767	36FE	㛾	vdgt	vdgy	vdgk	.	531131251534	.
768	36FF	㛿	vgkh	.	vgkh	.	531122245252	.
769	3700	㜀	vshg	.	vshg	.	531123425111	.
770	3701	㜁	vsjg	.	vsjg	.	531123425111	.
771	3702	㜂	fffv	.	fffv	.	121121124531	.
772	3703	㜃	vwyg	.	vwyg	.	531324111251	.
773	3704	㜄	vmtj	.	vwtj	.	531353251214	.
774	3705	㜅	vyxl	.	vyxl	.	5314155425121	.
775	3706	㜆	vopy	.	vopy	.	531431234454	.
776	3707	㜇	vffn	.	vffn	.	5311211214544	.
777	3708	㜈	cbtv	.	cnhv	.	5452335453531	.
778	3709	㜉	vvkc	.	vvkc	.	5315552515215	.
779	370A	㜊	vnae	.	vnae	.	5315131221534	.
780	370B	㜋	vuwl	.	vuwl	.	5314313425221	.
781	370C	㜌	fpgc	.	fpgc	.	1214515313554	.
782	370D	㜍	vyvk	.	vovk	.	5314135112251	.
783	370E	㜎	vexd	.	vexd	.	5313443554134	.
784	370F	㜏	vkmy	.	vkmy	.	5312512511134	.
785	3710	㜐	vmgu	.	vmgu	.	5312521251431	.
786	3711	㜑	igev	.	isvf	.	4411251124531	.
787	3712	㜒	vvah	.	veah	.	531321511132	.
788	3713	㜓	vawk	.	vawk	.	531122341251	.
789	3714	㜔	vukq	.	vukq	.	5314143125135	.
790	3715	㜕	vlpy	.	vlph	.	5311251112454	.
791	3716	㜖	vgmj	.	vgmj	.	53112512212511	.
792	3717	㜗	vcce	.	vcce	.	53154545434333	.
793	3718	㜘	vhag	.	vheg	.	53121531525111	.
794	3719	㜙	vynx	.	voxx	.	5314135221535	.
795	371A	㜚	vpwj	.	vpwj	.	53144532132511	.
796	371B	㜛	vlqw	.	vlqw	.	53112511123534	.
797	371C	㜜	vgqt	.	vgqt	.	5311121533134	.
798	371D	㜝	vwyg	.	vwyg	.	53134451253511	.
799	371E	㜞	lrvf	.	lrvf	.	12511123312531	.
800	371F	㜟	vnbt	.	vnbt	.	53151221113134	.
801	3720	㜠	vmwy	.	vmwy	.	53125232411121	.
802	3721	㜡	vtwh	.	vtwh	.	53133234342134	.
803	3722	㜢	vlvg	.	vlvg	.	53125112512531	.
804	3723	㜣	vqdo	.	vqdo	.	531354413444444	.
805	3724	㜤	vsjh	.	vsjh	.	531125221251112	.
806	3725	㜥	vlmy	.	vlmy	.	531252212511134	.
807	3726	㜦	vvaf	.	vvaf	.	531511121251124	.
808	3727	㜧	vduw	.	vduw	.	531134315233534	.
809	3728	㜨	vnih	.	vnig	.	531513241343112	.
810	3729	㜩	vtmd	.	vtmd	.	531325431234134	.
811	372A	㜪	usrv	.	usrv	.	4143112343312531	.
812	372B	㜫	vtmt	.	vtmt	.	5313322521353134	.
813	372C	㜬	vqdy	.	vqdy	.	5313513344111251	.
814	372D	㜭	vipl	.	vipl	.	5312434525125121	.
815	372E	㜮	vahl	.	vahl	.	5311252531425221	.
816	372F	㜯	vaho	.	vaho	.	53112251255154444	.
817	3730	㜰	vxrs	vrxs	vrxs	.	531325115545541234	.
818	3731	㜱	vrrm	.	vrrm	.	531331233122511134	.
819	3732	㜲	vyny	.	vyey	.	5314152513511531354	.
820	3733	㜳	vyle	.	vyle	.	5314125221241343534	.
821	3734	㜴	valh	vgmh	valh	.	531122252214525111	.
822	3735	㜵	vyce	.	vyce	.	5314112112544443534	.
823	3736	㜶	vqky	.	vqky	.	53135251153535251354	.
824	3737	㜷	xgwv	.	xgwv	.	51513425234343434531	.
825	3738	㜸	awnv	.	atnv	.	1223251514143112531	.
826	3739	㜹	vhhy	.	vhhy	.	531251112511132411121	.
827	373A	㜺	vtfm	.	vtfm	.	5313121353121352511134	.
828	373B	㜻	vxyn	vyxn	vyxn	.	53141112515544445544444544	.
829	373C	㜼	vllg	vccg	vllg	.	5312512125121251214525111	.
830	373D	㜽	vbf	.	vbf	.	555521	.
831	373E	㜾	bwjh	.	bwjh	.	5213432	.
832	373F	㜿	bcbh	.	bcnh	.	5215452	.
833	3740	㝀	xgub	xyyb	xbg	.	55414521	.
834	3741	㝁	qjbf	.	qjbf	.	352511521	.
835	3742	㝂	brrh	.	brrh	.	5211213312	.
836	3743	㝃	bqkq	.	bqkq	.	5213525135	.
837	3744	㝄	ybgn	.	ybgn	.	412515211525	.
838	3745	㝅	fpgc	.	fpgc	.	1214515213554	.
839	3746	㝆	bfkk	.	bfkk	.	521121251431251	.
840	3747	㝇	ybyb	.	ybyb	.	4125152141251521	.
841	3748	㝈	xyxb	yxxb	yxxb	.	4111251554444554444521521	.
842	3749	㝉	pgf	.	pgf	.	4451	.
843	374A	㝊	pcu	.	pcu	.	44554	.
844	374B	㝋	pbj	.	pbj	.	44552	.
845	374C	㝌	pqyu	.	pqyu	.	445354	.
846	374D	㝍	pgng	.	pgng	.	445151	.
847	374E	㝎	ppu	.	ppu	.	445454	.
848	374F	㝏	pwjj	.	pwjj	.	4453432	.
849	3750	㝐	pwcu	.	pwcu	.	4453554	.
850	3751	㝑	pyb	pyr	pyr	.	4454153	.
851	3752	㝒	pdf	.	pdf	.	44512251	.
852	3753	㝓	pwgk	.	pwgk	.	445341251	.
853	3754	㝔	puqu	.	puru	.	445413434	.
854	3755	㝕	pncu	.	pncu	.	445454454	.
855	3756	㝖	pqqu	.	pqqu	.	445354354	.
856	3757	㝗	pyve	.	pyvu	.	4454511534	.
857	3758	㝘	pyf	.	pyf	.	4454111251	.
858	3759	㝙	pggw	.	pggw	.	4451121134	.
859	375A	㝚	pthp	.	pthp	.	4453212154	.
860	375B	㝛	pwgw	.	pwgw	.	44532125341	.
861	375C	㝜	pajf	.	pajf	.	44512212511	.
862	375D	㝝	pssu	.	pssu	.	44512341234	.
863	375E	㝞	pgfg	.	pgfg	.	44512155121	.
864	375F	㝟	pghq	.	pghq	.	44512511135	.
865	3760	㝠	pjuu	.	pjuu	.	44525114134	.
866	3761	㝡	pbcu	.	pbcu	.	44512211154	.
867	3762	㝢	ptky	.	ptky	.	445325125214	.
868	3763	㝣	pdhd	.	pdhd	.	445111253134	.
869	3764	㝤	pfjf	.	pamf	.	4451122125211	.
870	3765	㝥	pnho	.	puou	.	4455213431234	.
871	3766	㝦	pwye	.	pwyb	.	4453241112153	.
872	3767	㝧	pvwf	.	pvwf	.	4455313434121	.
873	3768	㝨	pfke	.	pfke	.	4451212513534	.
874	3769	㝩	pyvi	.	povi	.	44541351124134	.
875	376A	㝪	pfuy	.	pfuy	.	44512143112354	.
876	376B	㝫	pbtg	.	pbtg	.	44552354131121	.
877	376C	㝬	pdhw	.	pdhg	.	44511122511134	.
878	376D	㝭	pnjg	.	pnjg	.	445442251131121	.
879	376E	㝮	pbmc	.	pbmc	.	445522521123454	.
880	376F	㝯	ptdk	.	ptdk	.	445313425125251	.
881	3770	㝰	pthy	.	pthy	.	445325111445344153	.
882	3771	㝱	pnhq	.	puaq	.	44552131222522145354	.
883	3772	㝲	pnhh	.	puah	.	4455213122252214551145252	.
884	3773	㝳	gni	.	gni	.	124444	.
885	3774	㝴	fqfi	.	fqfi	.	1135124	.
886	3775	㝵	jgfu	.	jgfu	.	25111124	.
887	3776	㝶	lqfu	.	lqfu	.	2522135124	.
888	3777	㝷	vavf	.	vavf	.	511121354124	.
889	3778	㝸	irqb	.	irqb	.	2343251135	.
890	3779	㝹	itqy	.	itqy	.	234335251354	.
891	377A	㝺	uvot	.	uvjt	.	43151122342343	.
892	377B	㝻	akgt	.	akgt	.	122125111212343	.
893	377C	㝼	dngf	.	dngf	.	135112	.
894	377D	㝽	dnii	.	dnii	.	1352534	.
895	377E	㝾	dnda	.	dnda	.	13513121	.
896	377F	㝿	dnhc	.	dnbi	.	13553254	.
897	3780	㞀	dndo	.	dndo	.	135134334	.
898	3781	㞁	dnjx	.	dnjx	.	135251135	.
899	3782	㞂	dnev	.	dnev	.	1353443531	.
900	3783	㞃	wwkn	.	wwky	.	34342511354	.
901	3784	㞄	dndn	.	dndn	.	13513425115	.
902	3785	㞅	dnjs	.	dnjs	.	13525111234	.
903	3786	㞆	dndk	.	dndk	.	13413412512	.
904	3787	㞇	dnle	.	dnle	.	134251211534	.
905	3788	㞈	dnya	.	dnya	.	134451325122	.
906	3789	㞉	dnua	.	dnua	.	134431113121	.
907	378A	㞊	bmfn	.	bmfn	.	5225211234135	.
908	378B	㞋	nci	.	nci	.	51354	.
909	378C	㞌	nbd	.	nbd	.	513521	.
910	378D	㞍	nvyi	.	nvyi	.	513354	.
911	378E	㞎	ncv	.	ncv	.	5135215	.
912	378F	㞏	ntpi	.	ntpi	.	5133454	.
913	3790	㞐	nud	.	nud	.	51341431	.
914	3791	㞑	nffn	.	nffn	.	51311511	.
915	3792	㞒	nthd	.	nthd	.	513325111	.
916	3793	㞓	nxjd	.	nxjd	.	513352511	.
917	3794	㞔	nqqi	.	nqqi	.	513354354	.
918	3795	㞕	nwed	.	nwed	.	513342511	.
919	3796	㞖	ngmi	.	nsmv	.	513125234	.
920	3797	㞗	nfiy	.	ngiy	.	5131241344	.
921	3798	㞘	neyi	.	ngey	.	51313533434	.
922	3799	㞙	ntfi	.	neii	.	51331152534	.
923	379A	㞚	ntfv	.	ntfe	.	513312321511	.
924	379B	㞛	ntxj	.	ntxj	.	513332352511	.
925	379C	㞜	nttv	.	nttv	.	51333231234531	.
926	379D	㞝	dhin	.	dhin	.	13211234534513	.
927	379E	㞞	ntwh	.	ntwh	.	51333234342134	.
928	379F	㞟	nusd	.	nusd	.	513431253511134	.
929	37A0	㞠	ndui	.	ndui	.	513134432511234	.
930	37A1	㞡	naae	.	naae	.	5131211211211213534	.
931	37A2	㞢	bhgd	.	bhgd	.	5221	.
932	37A3	㞣	bhwv	.	bhwv	.	5223453	.
933	37A4	㞤	mwu	.	mwu	.	25234	.
934	37A5	㞥	mtyu	.	mtyu	.	25234	.
935	37A6	㞦	mmn	.	mwn	.	25235	.
936	37A7	㞧	meb	mer	mbr	.	25253	.
937	37A8	㞨	mbg	.	mbg	.	252521	.
938	37A9	㞩	mmyu	.	mwyu	.	252354	.
939	37AA	㞪	vmj	.	vmj	.	511252	.
940	37AB	㞫	mpu	.	mpu	.	252454	.
941	37AC	㞬	maf	.	maf	.	252121	.
942	37AD	㞭	dmj	.	dmj	.	134252	.
943	37AE	㞮	mqyu	.	mqyu	.	252354	.
944	37AF	㞯	nmj	.	nmj	.	515252	.
945	37B0	㞰	mtfh	.	mtfh	.	2523112	.
946	37B1	㞱	mjf	.	mjf	.	2522511	.
947	37B2	㞲	mkhh	.	mkhh	.	2522512	.
948	37B3	㞳	mufh	.	mufh	.	2524412	.
949	37B4	㞴	mqan	.	mqan	.	2523515	.
950	37B5	㞵	myu	.	myu	.	2524134	.
951	37B6	㞶	myy	.	myy	.	2524134	.
952	37B7	㞷	bhgf	.	bhgf	.	5221121	.
953	37B8	㞸	mgiu	.	mdhu	.	2521324	.
