ID	Unicode	字符	86版	86容错	98版	98容错	笔顺编号	笔顺容错
4980	4773	䝳	hqcm	.	hqcm	.	21354542511134	.
4981	4774	䝴	gkhm	.	gkhm	.	12512452511134	.
4982	4775	䝵	mgey	.	msy	.	25111341251124	.
4983	4776	䝶	myiy	.	myiy	.	251113441251234	.
4984	4777	䝷	tdkm	.	tdkm	.	311342512511134	.
4985	4778	䝸	mafc	.	mafc	.	25111341221254	.
4986	4779	䝹	mpqb	.	mpqb	.	251113444535455	.
4987	477A	䝺	yymu	.	yymu	.	413441342511134	.
4988	477B	䝻	mndg	.	mndg	.	251113451312251	.
4989	477C	䝼	mgeg	.	mgeg	.	251113411212511	.
4990	477D	䝽	mdff	.	mdff	.	251113413121121	.
4991	477E	䝾	gahm	.	gahm	.	112121542511134	.
4992	477F	䝿	vwmu	.	ewmu	.	321511342511134	.
4993	4780	䞀	mwnd	.	mwnd	.	2511134325131134	.
4994	4781	䞁	majv	.	majv	.	2511134125115315	.
4995	4782	䞂	mdmd	.	mdmd	.	2511134132522134	.
4996	4783	䞃	mgct	.	mgct	.	25111341541213134	.
4997	4784	䞄	ytbm	.	ytbm	.	4153315252511134	.
4998	4785	䞅	mdfk	.	mdfk	.	25111341311534251	.
4999	4786	䞆	mimy	.	mimy	.	25111342432511134	.
5000	4787	䞇	fwfm	.	fwfm	.	121341213542511134	.
5001	4788	䞈	meto	.	meto	.	2511134344335554444	.
5002	4789	䞉	mudm	.	mugm	.	25111344311342511134	.
5003	478A	䞊	mhah	.	mhwh	.	2511134215315343425111	.
5004	478B	䞋	musq	.	musq	.	25111344143112342511135	.
5005	478C	䞌	mtdg	.	mtdg	.	2534312251	.
5006	478D	䞍	mgeg	.	mgeg	.	253411212511	.
5007	478E	䞎	mjjg	.	mjjg	.	253425112511	.
5008	478F	䞏	mlny	.	mlny	.	2534251214544	.
5009	4790	䞐	mdwj	.	mdwj	.	2534111342511	.
5010	4791	䞑	foag	.	foag	.	1213234121	.
5011	4792	䞒	fomk	.	fomk	.	1213234251251	.
5012	4793	䞓	foga	.	foga	.	12132341555121	.
5013	4794	䞔	fonn	.	fone	.	12132345133115	.
5014	4795	䞕	fofj	.	fofj	.	121323414524444132522	.
5015	4796	䞖	fhay	fhae	fhai	.	1212134154	.
5016	4797	䞗	fhft	.	fhft	.	1212134123	.
5017	4798	䞘	fhtn	.	fhtn	.	1212134315	.
5018	4799	䞙	fhgh	.	fhgh	.	12121341252	.
5019	479A	䞚	fhfc	.	fhfc	.	12121341254	.
5020	479B	䞛	fhgn	.	fhgn	.	12121341255	.
5021	479C	䞜	fhgi	.	fhdh	.	12121341324	.
5022	479D	䞝	fhgy	.	fhgy	.	121213411214	.
5023	479E	䞞	fhxj	.	fhxj	.	121213451532	.
5024	479F	䞟	fhrd	.	fhrd	.	121213432511	.
5025	47A0	䞠	fhdd	.	fhdd	.	121213413251	.
5026	47A1	䞡	fhjg	.	fhjg	.	121213425111	.
5027	47A2	䞢	fhtf	.	fhtf	.	121213431211	.
5028	47A3	䞣	fhry	.	fhry	.	121213433124	.
5029	47A4	䞤	fhqk	.	fhqk	.	121213435251	.
5030	47A5	䞥	fhde	.	fhde	.	1212134132511	.
5031	47A6	䞦	fhtk	.	fhtk	.	1212134354251	.
5032	47A7	䞧	fhrk	.	fhrk	.	1212134331251	.
5033	47A8	䞨	fhff	.	fhff	.	1212134121121	.
5034	47A9	䞩	fhwk	.	fhwk	.	1212134341251	.
5035	47AA	䞪	fhar	.	fhar	.	1212134133125	.
5036	47AB	䞫	fhvk	.	fhvk	.	12121345113251	.
5037	47AC	䞬	fhte	.	fhtb	.	12121343123453	.
5038	47AD	䞭	fhct	.	fhct	.	12121345434354	.
5039	47AE	䞮	fhwt	.	fhws	.	12121343411234	.
5040	47AF	䞯	fheb	.	fheb	.	12121343443521	.
5041	47B0	䞰	fhfo	.	fhfo	.	12121341213234	.
5042	47B1	䞱	fhwk	.	fhwk	.	12121343434251	.
5043	47B2	䞲	fhtt	fhty	fhty	.	12121343121534	.
5044	47B3	䞳	fhuk	.	fhuk	.	121213441431251	.
5045	47B4	䞴	fhmk	.	fhmk	.	121213435121251	.
5046	47B5	䞵	fhcc	.	fhcc	.	121213454545454	.
5047	47B6	䞶	fhjr	.	fhjr	.	121213425113533	.
5048	47B7	䞷	fhnm	.	fhnm	.	121213451352252	.
5049	47B8	䞸	fhfk	.	fhfk	.	121213411234251	.
5050	47B9	䞹	fhrg	.	fhrg	.	1212134325111121	.
5051	47BA	䞺	fhrh	.	fhrh	.	1212134331225111	.
5052	47BB	䞻	fhcl	.	fhce	.	1212134542511253	.
5053	47BC	䞼	fhxe	.	fhxe	.	1212134551353334	.
5054	47BD	䞽	fhfi	.	fhfi	.	12121341245554234	.
5055	47BE	䞾	fhrm	.	fhrw	.	12121343321531535	.
5056	47BF	䞿	pfjh	.	pawh	.	44511221341212134	.
5057	47C0	䟀	fhua	.	fhua	.	1212134431113121	.
5058	47C1	䟁	fhvs	.	fhvs	.	121213455525111234	.
5059	47C2	䟂	fhjc	.	fhjc	.	121213425112522154	.
5060	47C3	䟃	fhce	.	fhce	.	121213454545434333	.
5061	47C4	䟄	fhgm	.	fhgm	.	121213411212511134	.
5062	47C5	䟅	lrfh	.	lrfh	.	125111233121212134	.
5063	47C6	䟆	fhlf	fhjf	fhlg	.	12121342511122112	.
5064	47C7	䟇	fhxt	fhxy	fhxw	.	1212134554554134534	.
5065	47C8	䟈	fhfg	.	fhfg	.	12121341212511121534	.
5066	47C9	䟉	fhlj	.	fhlj	.	12121342522135251214	.
5067	47CA	䟊	fhhe	.	fhhe	.	12121342153151353334	.
5068	47CB	䟋	fhqy	.	fhqy	.	12121343513344111251	.
5069	47CC	䟌	fhfy	.	fhfy	.	121213412132411121534	.
5070	47CD	䟍	fhty	.	fhty	.	1212134325111445344153	.
5071	47CE	䟎	fhfm	.	fhgm	.	1212134113411342511134	.
5072	47CF	䟏	fhxs	fhrs	fhrs	.	1212134325115545541234	.
5073	47D0	䟐	fhdh	.	fhdh	.	12121341331234312342121	.
5074	47D1	䟑	fhwa	.	fhwa	.	121213434125125125125122	.
5075	47D2	䟒	fhay	.	fhay	.	121213412225125132411121	.
5076	47D3	䟓	khsh	.	khsh	.	251212112	.
5077	47D4	䟔	khhy	.	khhy	.	251212124	.
5078	47D5	䟕	khcy	.	khcy	.	2512121544	.
5079	47D6	䟖	khmh	.	khmh	.	2512121252	.
5080	47D7	䟗	khqa	.	khqa	.	25121213515	.
5081	47D8	䟘	khym	.	khyw	.	25121214135	.
5082	47D9	䟙	khav	.	khav	.	25121211553	.
5083	47DA	䟚	khfj	.	khfj	.	25121211132	.
5084	47DB	䟛	khgh	.	khgh	.	25121211252	.
5085	47DC	䟜	khmw	.	khmw	.	25121212534	.
5086	47DD	䟝	khmc	.	khwc	.	25121213554	.
5087	47DE	䟞	khit	.	khit	.	25121212343	.
5088	47DF	䟟	rykh	.	rykh	.	331242512134	.
5089	47E0	䟠	khat	khay	khan	.	251212115534	.
5090	47E1	䟡	khqy	.	khqy	.	251212135154	.
5091	47E2	䟢	khqi	.	khqi	.	251212135234	.
5092	47E3	䟣	khsy	.	khsy	.	251212112344	.
5093	47E4	䟤	khnt	.	khnt	.	251212145434	.
5094	47E5	䟥	khct	.	khct	.	251212154523	.
5095	47E6	䟦	khtc	.	khtc	.	251212131354	.
5096	47E7	䟧	khlg	.	khlg	.	251212125121	.
5097	47E8	䟨	khna	.	khna	.	251212151515	.
5098	47E9	䟩	khfc	.	khfc	.	251212112154	.
5099	47EA	䟪	khtp	.	khtp	.	25121213454	.
5100	47EB	䟫	ipkh	.	ipkh	.	243452512134	.
5101	47EC	䟬	khrg	.	khrg	.	251212132121	.
5102	47ED	䟭	khtf	.	khtf	.	251212131211	.
5103	47EE	䟮	khwd	.	khwd	.	2512121321344	.
5104	47EF	䟯	khtd	.	khtd	.	2512121312251	.
5105	47F0	䟰	khth	.	khts	.	2512121332112	.
5106	47F1	䟱	khgi	.	khsm	.	2512121125234	.
5107	47F2	䟲	khyq	.	khyq	.	2512121415435	.
5108	47F3	䟳	khnd	.	khnd	.	2512134541541	.
5109	47F4	䟴	khde	.	khde	.	25121211311534	.
5110	47F5	䟵	khfy	.	khgy	.	25121211241344	.
5111	47F6	䟶	khwf	.	khwf	.	25121213434121	.
5112	47F7	䟷	khrr	.	khrr	.	25121211213312	.
5113	47F8	䟸	khqa	.	khqa	.	25121213544132	.
5114	47F9	䟹	khef	.	khef	.	25121213443124	.
5115	47FA	䟺	khmy	.	khmy	.	25121212511134	.
5116	47FB	䟻	khwt	.	khws	.	25121213411234	.
5117	47FC	䟼	khgh	.	khgh	.	251212111212154	.
5118	47FD	䟽	khyq	.	khyk	.	25121214154325	.
5119	47FE	䟾	khcc	.	khcc	.	251212154545454	.
5120	47FF	䟿	khvi	.	khvi	.	251212151124134	.
5121	4800	䠀	khik	.	khik	.	251212124325251	.
5122	4801	䠁	khcf	.	khcf	.	251212154545411	.
5123	4802	䠂	sskh	.	sskh	.	123412342512134	.
5124	4803	䠃	khgy	.	khgy	.	251212112523434	.
5125	4804	䠄	khmw	.	khmw	.	251212125122134	.
5126	4805	䠅	khlt	.	khlt	.	251212125312341	.
5127	4806	䠆	khde	.	khde	.	251212112111534	.
5128	4807	䠇	khnm	.	khnm	.	251212151352252	.
5129	4808	䠈	khvi	.	khvi	.	251212151124134	.
5130	4809	䠉	khpn	.	khpn	.	251212144525151	.
5131	480A	䠊	khdd	khhd	khhd	.	251212121112111	.
5132	480B	䠋	khrf	.	khrf	.	251212132511312	.
5133	480C	䠌	khie	.	khie	.	251212125342511	.
5134	480D	䠍	khnc	.	khnc	.	2512121512115154	.
5135	480E	䠎	khnf	.	khnf	.	2512121513154121	.
5136	480F	䠏	khwd	.	khwd	.	2512121543341134	.
5137	4810	䠐	khhd	.	khhd	.	2512121251111344	.
5138	4811	䠑	khdf	.	khdf	.	2512121134121121	.
5139	4812	䠒	khde	.	khde	.	2512121122513511	.
5140	4813	䠓	khug	.	khug	.	2512121431253511	.
5141	4814	䠔	khue	.	khue	.	2512121431353334	.
5142	4815	䠕	khhs	.	khhs	.	25121212121351234	.
5143	4816	䠖	khuk	.	khuk	.	2512121413534251	.
5144	4817	䠗	khtd	.	khtd	.	25121213251111344	.
5145	4818	䠘	khtx	.	khtx	.	25121213253411535	.
5146	4819	䠙	khuy	.	khyy	.	25121214143454153	.
5147	481A	䠚	khpy	.	khpy	.	25121214453433544	.
5148	481B	䠛	khem	.	kheb	.	25121213443311252	.
5149	481C	䠜	khab	.	khab	.	2512121122122111	.
5150	481D	䠝	khkm	.	khkm	.	25121212512511134	.
5151	481E	䠞	khdt	khdy	khdi	.	251212113211234534	.
5152	481F	䠟	fufh	.	fufh	.	121431125342512134	.
5153	4820	䠠	aqph	.	aqph	.	122135452522512134	.
5154	4821	䠡	khhg	.	khhg	.	251212121533525111	.
5155	4822	䠢	alph	.	alph	.	12225221452512134	.
5156	4823	䠣	khnw	.	khnw	.	2512121515515122134	.
5157	4824	䠤	khkf	.	khkf	.	2512121251251251112	.
5158	4825	䠥	khut	.	khit	.	251212143252343134	.
5159	4826	䠦	khtj	.	khtj	.	2512121311342512511	.
5160	4827	䠧	khnj	.	khnj	.	251212151312132511	.
5161	4828	䠨	khqy	.	khqy	.	25121213513344111251	.
5162	4829	䠩	khht	khdy	khhh	.	25121212121131233534	.
5163	482A	䠪	khxn	.	khxn	.	251212155455415545545	.
5164	482B	䠫	khbi	.	khbi	.	251212112211154323334	.
5165	482C	䠬	khwb	.	khwb	.	251212154334125143152	.
5166	482D	䠭	khgm	.	khsm	.	25121211251234352511134	.
5167	482E	䠮	khuc	.	khuo	.	251212143113412111254444	.
5168	482F	䠯	khwa	.	khwa	.	251212134125125125125122	.
5169	4830	䠰	khay	.	khay	.	251212112225125132411121	.
5170	4831	䠱	khnj	.	khnj	.	2512121513241342522135251214	.
5171	4832	䠲	tmdc	.	tmdc	.	325111334454	.
5172	4833	䠳	tmdm	.	tmdm	.	325111352252	.
5173	4834	䠴	tmdu	.	tmdu	.	325111341431	.
5174	4835	䠵	tmdf	.	tmdf	.	325111332124	.
5175	4836	䠶	tmdd	.	tmdd	.	325111331134	.
5176	4837	䠷	tmdq	tmdi	tmdi	.	3251113341534	.
5177	4838	䠸	tmdn	.	tmdn	.	3251113134115	.
5178	4839	䠹	tmdw	.	tmdw	.	3251113415334	.
5179	483A	䠺	tmdk	.	tmdk	.	3251113245251	.
5180	483B	䠻	tmdx	.	tmdx	.	325111344534515	.
5181	483C	䠼	tmdj	.	tmdj	.	3251113341251122	.
5182	483D	䠽	tmdu	.	tmdu	.	32511132521251431	.
5183	483E	䠾	tmdw	.	tmdw	.	32511135112251134	.
5184	483F	䠿	tmdm	.	tmdm	.	3251113251212511134	.
5185	4840	䡀	tmdg	.	tmdg	.	32511134125251125111	.
5186	4841	䡁	tmdd	.	tmdd	.	32511134143125111515111	.
5187	4842	䡂	lnhh	.	lnhh	.	125111252	.
5188	4843	䡃	lln	llt	let	.	125111253	.
5189	4844	䡄	lmn	.	lwn	.	125111235	.
5190	4845	䡅	lkh	.	lkh	.	1251112322	.
5191	4846	䡆	lwcy	.	lwcy	.	12511123454	.
5192	4847	䡇	lfqn	.	lfqn	.	12511121135	.
5193	4848	䡈	lqqy	.	lrry	.	12511123434	.
5194	4849	䡉	lymn	.	lywn	.	12511124135	.
5195	484A	䡊	lrcy	.	lrcy	.	12511123354	.
5196	484B	䡋	lfcy	.	lfcy	.	12511121254	.
5197	484C	䡌	ldcy	.	ldcy	.	12511121354	.
5198	484D	䡍	lfwy	.	lgy	.	12511121134	.
5199	484E	䡎	lynt	.	lynt	.	12511124513	.
5200	484F	䡏	lxcy	.	lxcy	.	125111251554	.
5201	4850	䡐	lpxn	.	lpxn	.	125111244535	.
5202	4851	䡑	lnan	.	lnan	.	125111251515	.
5203	4852	䡒	llg	.	llg	.	125111225121	.
5204	4853	䡓	tlfh	.	tlgs	.	3321251112112	.
5205	4854	䡔	lqqy	.	lqqy	.	1251112354354	.
5206	4855	䡕	lbig	.	lbig	.	1251112525341	.
5207	4856	䡖	lgwf	.	lgwf	.	1251112134121	.
5208	4857	䡗	amyl	.	awyl	.	1213541251112	.
5209	4858	䡘	lqlg	.	lqlg	.	12511123525121	.
5210	4859	䡙	lyve	.	lyvy	.	12511124511534	.
5211	485A	䡚	lrqn	.	lrqn	.	12511123251135	.
5212	485B	䡛	llh	.	llh	.	12511121251112	.
5213	485C	䡜	lfwf	.	lfwf	.	125111212134121	.
5214	485D	䡝	lpqb	.	lpqb	.	125111244535455	.
5215	485E	䡞	hwlj	.	hwlj	.	251111341251112	.
5216	485F	䡟	lrtf	.	lrtf	.	125111232511312	.
5217	4860	䡠	lhmy	.	lhmy	.	1251112212511134	.
5218	4861	䡡	lxxr	.	lxxr	.	1251112153532511	.
5219	4862	䡢	lyna	.	lyna	.	1251112451325122	.
5220	4863	䡣	lplh	.	lplh	.	1251112451251112	.
5221	4864	䡤	ftjl	.	ftjl	.	121325111251112	.
5222	4865	䡥	lpwk	.	lpwk	.	12511124453434251	.
5223	4866	䡦	lccs	.	lccs	.	12511125454541234	.
5224	4867	䡧	lwno	.	lqoy	.	12511123251154444	.
5225	4868	䡨	udal	.	ualj	.	4311131211251112	.
5226	4869	䡩	lfhw	.	lfhw	.	12511121225111134	.
5227	486A	䡪	lynn	.	lynn	.	12511124513541541	.
5228	486B	䡫	ltdp	.	ltdp	.	12511123541112454	.
5229	486C	䡬	ljlc	.	ljlc	.	125111225112522154	.
5230	486D	䡭	ludf	.	lung	.	12511124311135121	.
5231	486E	䡮	ltwh	.	ltwh	.	125111233234342134	.
5232	486F	䡯	ltln	.	ltln	.	125111232535414544	.
5233	4870	䡰	fnml	.	fnwl	.	121521335541251112	.
5234	4871	䡱	lakk	.	lakk	.	125111212512512515	.
5235	4872	䡲	lkkf	.	lkkf	.	1251112251251251112	.
5236	4873	䡳	ladr	.	ldwr	.	1251112122111343312	.
5237	4874	䡴	lujf	.	lujf	.	1251112414312511211	.
5238	4875	䡵	luep	.	luep	.	1251112341353334454	.
5239	4876	䡶	lnku	.	lnku	.	12511125132514143112	.
5240	4877	䡷	lafl	.	lafl	.	12511121221215425221	.
5241	4878	䡸	lalt	laly	laln	.	12511121222522115534	.
5242	4879	䡹	lfph	.	lfph	.	125111212452512152134	.
5243	487A	䡺	ldhn	.	ldhn	.	1251112111211125114544	.
5244	487B	䡻	lthy	.	lthy	.	1251112325111445344153	.
5245	487C	䡼	lfkk	.	lfkk	.	125111214524444251251251	.
5246	487D	䡽	ltfm	.	ltfm	.	12511123121353121352511134	.
5247	487E	䡾	lhad	.	lhgd	.	125111221531512512543121344	.
5248	487F	䡿	lfkw	.	lfkw	.	1251112145244442512512511234341	.
5249	4880	䢀	ltnn	.	ltnn	.	1521315	.
5250	4881	䢁	leg	.	leg	.	15213511	.
5251	4882	䢂	lug	.	lug	.	152141431	.
5252	4883	䢃	nkuq	.	nkur	.	513251414311234	.
5253	4884	䢄	ckus	ckss	ckus	.	54251414311212341234	.
5254	4885	䢅	vdfe	.	edfe	.	3215111311534	.
5255	4886	䢆	pmdf	.	pwdf	.	45351311534124	.
5256	4887	䢇	pmdf	.	pwdf	.	445351311534124	.
5257	4888	䢈	dfej	.	dfej	.	13115343412524312511	.
5258	4889	䢉	vtle	.	etle	.	32534132115111311534	.
5259	488A	䢊	bpd	.	bpd	.	521454	.
5260	488B	䢋	gjpk	.	gjpk	.	132454	.
5261	488C	䢌	gmhp	.	gmhp	.	1252454	.
5262	488D	䢍	ypv	ype	ype	.	4153454	.
5263	488E	䢎	gapk	.	gapk	.	1132454	.
5264	488F	䢏	ufpk	.	ufpk	.	4412454	.
5265	4890	䢐	egpd	.	egpd	.	25111454	.
5266	4891	䢑	qayp	.	qayp	.	35154454	.
5267	4892	䢒	uqpi	.	urpi	.	413434454	.
5268	4893	䢓	pgfp	.	pgfp	.	445112454	.
5269	4894	䢔	wgkp	.	wgkp	.	341251454	.
5270	4895	䢕	dgnp	.	dgpd	.	131534454	.
5271	4896	䢖	vfhp	.	vgpk	.	511112454	.
5272	4897	䢗	mapd	.	mapd	.	251221454	.
5273	4898	䢘	pfpi	.	pfpi	.	445124454	.
5274	4899	䢙	mpi	.	mpi	.	2511134454	.
5275	489A	䢚	gjqp	.	gjrp	.	1251134454	.
5276	489B	䢛	mwkp	.	mwkp	.	2534251454	.
5277	489C	䢜	vpmp	.	vpmp	.	51145252454	.
5278	489D	䢝	gfgp	.	gfgp	.	12155121454	.
5279	489E	䢞	sspi	.	sspi	.	12341234454	.
5280	489F	䢟	ytpi	.	ytpi	.	41533134454	.
5281	48A0	䢠	oapk	.	oapk	.	4334132454	.
5282	48A1	䢡	ansp	.	ansp	.	122151234454	.
5283	48A2	䢢	wyvp	.	wyvp	.	3445113251454	.
5284	48A3	䢣	qypd	.	qypd	.	3544111251454	.
5285	48A4	䢤	tsyp	.	tsyp	.	3123412344454	.
5286	48A5	䢥	ghhp	.	ghhp	.	1212125111454	.
5287	48A6	䢦	yxip	.	yxip	.	41554413412454	.
5288	48A7	䢧	nwep	.	nwep	.	54154134333454	.
5289	48A8	䢨	twwp	.	twwp	.	33234342134454	.
5290	48A9	䢩	gktp	.	gktp	.	12512513134454	.
5291	48AA	䢪	tdkp	.	tdkp	.	313425125251454	.
5292	48AB	䢫	bdap	.	bdap	.	52131212511454	.
5293	48AC	䢬	epqp	.	epqp	.	344345354152454	.
5294	48AD	䢭	ugup	.	uuqp	.	431121414534454	.
5295	48AE	䢮	flpd	.	flpd	.	1452444425121454	.
5296	48AF	䢯	ooqp	.	ooqp	.	43344334354152454	.
5297	48B0	䢰	nwyp	.	nwyp	.	54154132411121454	.
5298	48B1	䢱	flmp	.	flmp	.	121252212511134454	.
5299	48B2	䢲	hhwp	.	hhwp	.	25111251113241112154454	.
5300	48B3	䢳	mbh	.	wbh	.	3552	.
5301	48B4	䢴	tdbh	.	tdbh	.	31352	.
5302	48B5	䢵	fcbh	.	fcbh	.	115452	.
5303	48B6	䢶	sbh	.	sbh	.	123452	.
5304	48B7	䢷	mybh	.	mybh	.	354152	.
5305	48B8	䢸	egbh	.	egbh	.	2511152	.
5306	48B9	䢹	anbh	.	anbh	.	151552	.
5307	48BA	䢺	bmbh	.	bmbh	.	5225252	.
5308	48BB	䢻	ahnb	.	ahnb	.	12512552	.
5309	48BC	䢼	awbh	.	awbh	.	12213452	.
5310	48BD	䢽	awkc	.	awkc	.	1221342515215	.
5311	48BE	䢾	tfqb	.	tfqb	.	31213552	.
5312	48BF	䢿	pvbh	.	pvbh	.	44553152	.
5313	48C0	䣀	qdbb	.	qdbb	.	35135552	.
5314	48C1	䣁	nbh	.	nbh	.	54154152	.
5315	48C2	䣂	dibh	.	fsbh	.	11123452	.
5316	48C3	䣃	rhbh	.	tghb	.	311212152	.
5317	48C4	䣄	wtbh	.	wgsb	.	341123452	.
5318	48C5	䣅	dfeb	.	dfeb	.	131153452	.
5319	48C6	䣆	gvab	.	gvab	.	155512152	.
5320	48C7	䣇	fiyb	.	giyb	.	124134452	.
5321	48C8	䣈	kckc	.	kckc	.	25152152515215	.
5322	48C9	䣉	iitc	.	iitc	.	44123432515215	.
5323	48CA	䣊	imkb	.	imkb	.	2432525152	.
5324	48CB	䣋	tobh	.	tobh	.	343123452	.
5325	48CC	䣌	yqab	.	yqab	.	4133515452	.
5326	48CD	䣍	djnb	.	djnb	.	1342511552	.
5327	48CE	䣎	vlbh	.	vlbh	.	5552512152	.
5328	48CF	䣏	wawb	.	wawb	.	3212213452	.
5329	48D0	䣐	amdb	.	amdb	.	1222513452	.
5330	48D1	䣑	djfb	.	djfb	.	13251121152	.
5331	48D2	䣒	khgb	.	khgb	.	25121253452	.
5332	48D3	䣓	gkmb	.	gkmb	.	125125431252	.
5333	48D4	䣔	imbh	.	imbh	.	243251113452	.
5334	48D5	䣕	cbh	.	cobh	.	121125444452	.
5335	48D6	䣖	ckcn	.	cokc	.	12112544442515215	.
5336	48D7	䣗	rdfb	.	rdfb	.	325111341252	.
5337	48D8	䣘	ipkb	.	ipkb	.	2344525112152	.
5338	48D9	䣙	meeb	.	meeb	.	2523511351152	.
5339	48DA	䣚	lvbh	.	lvbh	.	2511251253152	.
5340	48DB	䣛	swib	.	swib	.	1234342413452	.
5341	48DC	䣜	haeb	.	hegb	.	2153152511152	.
5342	48DD	䣝	nftb	.	nftb	.	5131213251152	.
5343	48DE	䣞	kkub	.	kkub	.	25125134152352	.
5344	48DF	䣟	aqab	.	aqab	.	15351535251152	.
5345	48E0	䣠	fwfb	.	ggjb	.	11341134251152	.
5346	48E1	䣡	ugtb	.	ugtb	.	341121312153452	.
5347	48E2	䣢	diab	.	fsab	.	1112341221251152	.
5348	48E3	䣣	ipkb	.	ipkb	.	2344525125431211444452	.
5349	48E4	䣤	hhwb	.	hhwb	.	2511125111324111215452	.
5350	48E5	䣥	sgxn	.	sgxn	.	125351135	.
5351	48E6	䣦	sgln	sglt	sget	.	125351153	.
5352	48E7	䣧	sgay	.	sgay	.	1253511154	.
5353	48E8	䣨	sgta	.	sgta	.	1253511315	.
5354	48E9	䣩	sggn	.	sggn	.	12535111525	.
5355	48EA	䣪	sggh	.	sggh	.	12535111252	.
5356	48EB	䣫	sgfc	.	sgfc	.	12535111254	.
5357	48EC	䣬	sgat	sgay	sgay	.	12535111534	.
5358	48ED	䣭	sgdy	.	sgdy	.	12535111344	.
5359	48EE	䣮	sgdc	.	sgdy	.	125351113544	.
5360	48EF	䣯	sgeg	.	sgeg	.	125351125111	.
5361	48F0	䣰	sgan	.	sgan	.	12535111515	.
5362	48F1	䣱	sgqk	.	sgqk	.	125351135251	.
5363	48F2	䣲	sgca	.	sgca	.	125351154132	.
5364	48F3	䣳	sgnk	.	sgnk	.	125351151251	.
5365	48F4	䣴	sgqq	.	sgrq	.	1253511345235	.
5366	48F5	䣵	sgbg	.	sgbg	.	1253511122111	.
5367	48F6	䣶	sgtd	.	sgtd	.	1253511312251	.
5368	48F7	䣷	sgri	.	sgtf	.	1253511311234	.
5369	48F8	䣸	wtfg	.	wtfg	.	3231211253511	.
5370	48F9	䣹	sgwa	.	sgwa	.	1253511321534	.
5371	48FA	䣺	sgke	.	sgke	.	12535112512511	.
5372	48FB	䣻	sgwk	.	sgwk	.	12535113445251	.
5373	48FC	䣼	sgyi	.	sgyi	.	125351141251234	.
5374	48FD	䣽	tdkg	.	tdkg	.	311342511253511	.
5375	48FE	䣾	sgpg	.	sgpg	.	125351144525111	.
5376	48FF	䣿	sggl	.	sggl	.	125351111225221	.
5377	4900	䤀	sgak	.	sgak	.	125351112213251	.
5378	4901	䤁	sgan	.	sgdn	.	1253511122111345	.
5379	4902	䤂	sgas	.	sgfs	.	1253511122111234	.
5380	4903	䤃	sguj	.	sguj	.	1253511414312511	.
5381	4904	䤄	sgdd	.	sgdf	.	1253511132522111	.
5382	4905	䤅	sgwj	.	sgwj	.	1253511341251122	.
5383	4906	䤆	sgwd	.	sgwd	.	1253511543341134	.
5384	4907	䤇	sgpc	.	sgpc	.	1253511445434454	.
5385	4908	䤈	sgwl	.	sgwl	.	1253511341525221	.
5386	4909	䤉	sgnl	.	sgnl	.	12535114544325221	.
5387	490A	䤊	sgab	.	sgab	.	1253511122122111	.
5388	490B	䤋	usgg	.	usgg	.	43125351112511534	.
5389	490C	䤌	sgwk	.	sgwk	.	12535113445113251	.
5390	490D	䤍	sgay	.	sgay	.	125351112212523434	.
5391	490E	䤎	sgck	.	sgck	.	1253511545232534251	.
5392	490F	䤏	sgdr	sghr	sghr	.	1253511211121113112	.
5393	4910	䤐	sgaj	.	sgaj	.	1253511153515352511	.
5394	4911	䤑	sgaw	.	sgaw	.	125351112212512134	.
5395	4912	䤒	sgxt	sgxy	sgxw	.	1253511554554134534	.
5396	4913	䤓	sgae	.	sgae	.	12535111224511353334	.
5397	4914	䤔	ilrg	.	ilrg	.	441125111233121253511	.
5398	4915	䤕	sgxs	sgrs	sgrs	.	1253511325115545541234	.
5399	4916	䤖	sgji	.	sgji	.	1253511251112213424134	.
5400	4917	䤗	ujtg	.	ujtg	.	414312511123541521253511	.
5401	4918	䤘	sgwg	.	sgwg	.	125351134341211121111534	.
5402	4919	䤙	sgxj	.	sgxj	.	1352511551353334251214251214	.
5403	491A	䤚	ejfg	.	ejfg	.	35112511211	.
5404	491B	䤛	qnhh	.	qnhh	.	3411234152	.
5405	491C	䤜	qtan	.	qtan	.	34112341315	.
5406	491D	䤝	qqbh	.	qqbh	.	341123413552	.
5407	491E	䤞	qdnn	.	qdny	.	341123411354	.
5408	491F	䤟	qpmn	.	qpwn	.	341123414535	.
5409	4920	䤠	qhg	.	qhg	.	341123412121	.
5410	4921	䤡	qmfg	.	qmfg	.	3411234125211	.
5411	4922	䤢	qkln	qklt	qket	.	3411234125153	.
5412	4923	䤣	qtuh	.	qtuf	.	3411234134312	.
5413	4924	䤤	qynw	.	qynw	.	34112341415334	.
5414	4925	䤥	qqdb	.	qqdb	.	34112341351355	.
5415	4926	䤦	qwat	qway	qway	.	34112341321534	.
5416	4927	䤧	qlkg	.	qlkg	.	34112341252511	.
5417	4928	䤨	qrey	.	qrey	.	34112341333534	.
5418	4929	䤩	qpta	.	qpta	.	34112341445315	.
5419	492A	䤪	qmsy	.	qwsy	.	34112341351234	.
5420	492B	䤫	qmwn	.	qmwn	.	341123412523445	.
5421	492C	䤬	qiit	.	qiit	.	341123414412343	.
5422	492D	䤭	qqdh	.	qrdh	.	341123413413252	.
5423	492E	䤮	qhit	.	qhht	.	341123412121233	.
5424	492F	䤯	qgae	.	qgae	.	341123411132333	.
